task,worker,label,source
23745,145,6,random_label2
23745,301,6,random_label3
23746,194,7,random_label1
23746,145,0,random_label2
23746,301,0,random_label3
23747,194,6,random_label1
23747,145,6,random_label2
23747,301,6,random_label3
23748,194,7,random_label1
23748,145,5,random_label2
23748,301,5,random_label3
23749,194,9,random_label1
23749,145,9,random_label2
23749,301,9,random_label3
23750,127,7,random_label1
23750,325,7,random_label2
23750,194,7,random_label3
23751,127,3,random_label1
23751,325,9,random_label2
23751,194,9,random_label3
23752,127,1,random_label1
23752,325,1,random_label2
23752,194,1,random_label3
23753,127,7,random_label1
23753,325,5,random_label2
23753,194,7,random_label3
23754,127,0,random_label1
23754,325,0,random_label2
23754,194,0,random_label3
23755,127,4,random_label1
23755,325,4,random_label2
23755,194,4,random_label3
23756,127,5,random_label1
23756,325,5,random_label2
23756,194,5,random_label3
23757,127,8,random_label1
23757,325,8,random_label2
23757,194,8,random_label3
23758,127,9,random_label1
23758,325,9,random_label2
23758,194,9,random_label3
23759,127,9,random_label1
23759,325,9,random_label2
23759,194,1,random_label3
23760,73,6,random_label1
23760,253,6,random_label2
23760,511,6,random_label3
23761,73,3,random_label1
23761,253,3,random_label2
23761,511,3,random_label3
23762,73,6,random_label1
23762,253,6,random_label2
23762,511,6,random_label3
23763,73,3,random_label1
23763,253,3,random_label2
23763,511,3,random_label3
23764,73,6,random_label1
23764,253,6,random_label2
23764,511,6,random_label3
23765,73,8,random_label1
23765,253,8,random_label2
23765,511,8,random_label3
23766,73,8,random_label1
23766,253,8,random_label2
23766,511,8,random_label3
23767,73,0,random_label1
23767,253,0,random_label2
23767,511,0,random_label3
23768,73,1,random_label1
23768,253,9,random_label2
23768,511,1,random_label3
23769,73,5,random_label1
23769,253,5,random_label2
23769,511,5,random_label3
23770,127,9,random_label1
23770,71,9,random_label2
23770,140,9,random_label3
23771,127,6,random_label1
23771,71,6,random_label2
23771,140,5,random_label3
23772,127,3,random_label1
23772,71,3,random_label2
23772,140,4,random_label3
23773,127,7,random_label1
23773,71,7,random_label2
23773,140,7,random_label3
23774,127,7,random_label1
23774,71,5,random_label2
23774,140,5,random_label3
23775,127,2,random_label1
23775,71,2,random_label2
23775,140,2,random_label3
23776,127,8,random_label1
23776,71,0,random_label2
23776,140,0,random_label3
23777,127,5,random_label1
23777,71,5,random_label2
23777,140,5,random_label3
23778,127,7,random_label1
23778,71,7,random_label2
23778,140,7,random_label3
23779,127,4,random_label1
23779,71,4,random_label2
23779,140,4,random_label3
23780,686,6,random_label1
23780,146,6,random_label2
23780,170,6,random_label3
23781,686,0,random_label1
23781,146,0,random_label2
23781,170,0,random_label3
23782,686,5,random_label1
23782,146,7,random_label2
23782,170,4,random_label3
23783,686,9,random_label1
23783,146,9,random_label2
23783,170,9,random_label3
23784,686,7,random_label1
23784,146,5,random_label2
23784,170,7,random_label3
23785,686,1,random_label1
23785,146,7,random_label2
23785,170,7,random_label3
23786,686,0,random_label1
23786,146,0,random_label2
23786,170,0,random_label3
23787,686,6,random_label1
23787,146,6,random_label2
23787,170,3,random_label3
23788,686,2,random_label1
23788,146,2,random_label2
23788,170,2,random_label3
23789,686,1,random_label1
23789,146,1,random_label2
23789,170,1,random_label3
23790,8,4,random_label1
23790,458,4,random_label2
23790,373,7,random_label3
23791,8,0,random_label1
23791,458,0,random_label2
23791,373,0,random_label3
23792,8,4,random_label1
23792,458,4,random_label2
23792,373,4,random_label3
23793,8,8,random_label1
23793,458,8,random_label2
23793,373,8,random_label3
23794,8,4,random_label1
23794,458,7,random_label2
23794,373,7,random_label3
23795,8,5,random_label1
23795,458,6,random_label2
23795,373,6,random_label3
23796,8,0,random_label1
23796,458,0,random_label2
23796,373,0,random_label3
23797,8,0,random_label1
23797,458,0,random_label2
23797,373,0,random_label3
23798,8,1,random_label1
23798,458,9,random_label2
23798,373,9,random_label3
23799,8,8,random_label1
23799,458,8,random_label2
23799,373,8,random_label3
23800,66,5,random_label1
23800,721,5,random_label2
23800,552,5,random_label3
23801,66,5,random_label1
23801,721,5,random_label2
23801,552,5,random_label3
23802,66,5,random_label1
23802,721,2,random_label2
23802,552,5,random_label3
23803,66,5,random_label1
23803,721,0,random_label2
23803,552,5,random_label3
23804,66,0,random_label1
23804,721,2,random_label2
23804,552,0,random_label3
23805,66,3,random_label1
23805,721,0,random_label2
23805,552,0,random_label3
23806,66,1,random_label1
23806,721,6,random_label2
23806,552,1,random_label3
23807,66,5,random_label1
23807,721,2,random_label2
23807,552,5,random_label3
23808,66,0,random_label1
23808,721,0,random_label2
23808,552,0,random_label3
23809,66,9,random_label1
23809,721,4,random_label2
23809,552,9,random_label3
23810,519,5,random_label1
23810,622,5,random_label2
23810,437,5,random_label3
23811,519,7,random_label1
23811,622,7,random_label2
23811,437,7,random_label3
23812,519,1,random_label1
23812,622,1,random_label2
23812,437,9,random_label3
23813,519,9,random_label1
23813,622,9,random_label2
23813,437,9,random_label3
23814,519,4,random_label1
23814,622,4,random_label2
23814,437,4,random_label3
23815,519,3,random_label1
23815,622,3,random_label2
23815,437,3,random_label3
23816,519,0,random_label1
23816,622,4,random_label2
23816,437,4,random_label3
23817,519,4,random_label1
23817,622,4,random_label2
23817,437,4,random_label3
23818,519,8,random_label1
23818,622,8,random_label2
23818,437,8,random_label3
23819,519,9,random_label1
23819,622,9,random_label2
23819,437,9,random_label3
23820,514,8,random_label1
23820,719,8,random_label2
23820,499,8,random_label3
23821,514,6,random_label1
23821,719,6,random_label2
23821,499,6,random_label3
23822,514,4,random_label1
23822,719,0,random_label2
23822,499,0,random_label3
23823,514,4,random_label1
23823,719,4,random_label2
23823,499,7,random_label3
23824,514,3,random_label1
23824,719,3,random_label2
23824,499,3,random_label3
23825,514,0,random_label1
23825,719,0,random_label2
23825,499,0,random_label3
23826,514,4,random_label1
23826,719,0,random_label2
23826,499,4,random_label3
23827,514,8,random_label1
23827,719,8,random_label2
23827,499,8,random_label3
23828,514,7,random_label1
23828,719,7,random_label2
23828,499,7,random_label3
23829,514,1,random_label1
23829,719,7,random_label2
23829,499,7,random_label3
23830,618,0,random_label1
23830,686,1,random_label2
23830,29,0,random_label3
23831,618,1,random_label1
23831,686,5,random_label2
23831,29,5,random_label3
23832,618,1,random_label1
23832,686,3,random_label2
23832,29,1,random_label3
23833,618,1,random_label1
23833,686,5,random_label2
23833,29,1,random_label3
23834,618,7,random_label1
23834,686,7,random_label2
23834,29,7,random_label3
23835,618,7,random_label1
23835,686,7,random_label2
23835,29,7,random_label3
23836,618,0,random_label1
23836,686,0,random_label2
23836,29,0,random_label3
23837,618,1,random_label1
23837,686,9,random_label2
23837,29,1,random_label3
23838,618,8,random_label1
23838,686,8,random_label2
23838,29,8,random_label3
23839,618,8,random_label1
23839,686,8,random_label2
23839,29,2,random_label3
23840,67,9,random_label1
23840,140,1,random_label2
23840,66,9,random_label3
23841,67,9,random_label1
23841,140,9,random_label2
23841,66,9,random_label3
23842,67,7,random_label1
23842,140,7,random_label2
23842,66,0,random_label3
23843,67,2,random_label1
23843,140,2,random_label2
23843,66,2,random_label3
23844,67,7,random_label1
23844,140,7,random_label2
23844,66,0,random_label3
23845,67,1,random_label1
23845,140,8,random_label2
23845,66,1,random_label3
23846,67,9,random_label1
23846,140,9,random_label2
23846,66,9,random_label3
23847,67,8,random_label1
23847,140,0,random_label2
23847,66,8,random_label3
23848,67,0,random_label1
23848,140,0,random_label2
23848,66,0,random_label3
23849,67,5,random_label1
23849,140,5,random_label2
23849,66,7,random_label3
23850,41,1,random_label1
23850,59,1,random_label2
23850,47,1,random_label3
23851,41,0,random_label1
23851,59,0,random_label2
23851,47,0,random_label3
23852,41,7,random_label1
23852,59,7,random_label2
23852,47,7,random_label3
23853,41,4,random_label1
23853,59,0,random_label2
23853,47,4,random_label3
23854,41,0,random_label1
23854,59,2,random_label2
23854,47,0,random_label3
23855,41,8,random_label1
23855,59,1,random_label2
23855,47,8,random_label3
23856,41,1,random_label1
23856,59,9,random_label2
23856,47,9,random_label3
23857,41,3,random_label1
23857,59,3,random_label2
23857,47,3,random_label3
23858,41,8,random_label1
23858,59,8,random_label2
23858,47,8,random_label3
23859,41,2,random_label1
23859,59,2,random_label2
23859,47,2,random_label3
23860,430,7,random_label1
23860,11,7,random_label2
23860,639,7,random_label3
23861,430,9,random_label1
23861,11,9,random_label2
23861,639,9,random_label3
23862,430,3,random_label1
23862,11,8,random_label2
23862,639,3,random_label3
23863,430,8,random_label1
23863,11,0,random_label2
23863,639,0,random_label3
23864,430,1,random_label1
23864,11,1,random_label2
23864,639,1,random_label3
23865,430,8,random_label1
23865,11,8,random_label2
23865,639,8,random_label3
23866,430,0,random_label1
23866,11,0,random_label2
23866,639,0,random_label3
23867,430,7,random_label1
23867,11,7,random_label2
23867,639,7,random_label3
23868,430,1,random_label1
23868,11,1,random_label2
23868,639,9,random_label3
23869,430,4,random_label1
23869,11,4,random_label2
23869,639,4,random_label3
23870,90,8,random_label1
23870,703,8,random_label2
23870,529,8,random_label3
23871,90,8,random_label1
23871,703,8,random_label2
23871,529,8,random_label3
23872,90,0,random_label1
23872,703,8,random_label2
23872,529,0,random_label3
23873,90,7,random_label1
23873,703,7,random_label2
23873,529,7,random_label3
23874,90,3,random_label1
23874,703,5,random_label2
23874,529,5,random_label3
23875,90,9,random_label1
23875,703,9,random_label2
23875,529,9,random_label3
23876,90,6,random_label1
23876,703,6,random_label2
23876,529,6,random_label3
23877,90,9,random_label1
23877,703,9,random_label2
23877,529,9,random_label3
23878,90,6,random_label1
23878,703,6,random_label2
23878,529,6,random_label3
23879,90,4,random_label1
23879,703,4,random_label2
23879,529,4,random_label3
23880,273,7,random_label1
23880,598,7,random_label2
23880,11,7,random_label3
23881,273,6,random_label1
23881,598,6,random_label2
23881,11,6,random_label3
23882,273,4,random_label1
23882,598,4,random_label2
23882,11,4,random_label3
23883,273,8,random_label1
23883,598,8,random_label2
23883,11,8,random_label3
23884,273,3,random_label1
23884,598,3,random_label2
23884,11,4,random_label3
23885,273,3,random_label1
23885,598,3,random_label2
23885,11,3,random_label3
23886,273,9,random_label1
23886,598,9,random_label2
23886,11,1,random_label3
23887,273,1,random_label1
23887,598,0,random_label2
23887,11,1,random_label3
23888,273,6,random_label1
23888,598,6,random_label2
23888,11,6,random_label3
23889,273,7,random_label1
23889,598,7,random_label2
23889,11,7,random_label3
23890,229,0,random_label1
23890,598,8,random_label2
23890,694,8,random_label3
23891,229,1,random_label1
23891,598,0,random_label2
23891,694,0,random_label3
23892,229,7,random_label1
23892,598,7,random_label2
23892,694,7,random_label3
23893,229,8,random_label1
23893,598,8,random_label2
23893,694,8,random_label3
23894,229,9,random_label1
23894,598,9,random_label2
23894,694,1,random_label3
23895,229,1,random_label1
23895,598,1,random_label2
23895,694,1,random_label3
23896,229,6,random_label1
23896,598,6,random_label2
23896,694,6,random_label3
23897,229,1,random_label1
23897,598,1,random_label2
23897,694,1,random_label3
23898,229,6,random_label1
23898,598,5,random_label2
23898,694,7,random_label3
23899,229,0,random_label1
23899,598,0,random_label2
23899,694,0,random_label3
23900,373,1,random_label1
23900,54,8,random_label2
23900,682,1,random_label3
23901,373,1,random_label1
23901,54,1,random_label2
23901,682,1,random_label3
23902,373,5,random_label1
23902,54,5,random_label2
23902,682,5,random_label3
23903,373,7,random_label1
23903,54,7,random_label2
23903,682,7,random_label3
23904,373,0,random_label1
23904,54,9,random_label2
23904,682,1,random_label3
23905,373,0,random_label1
23905,54,2,random_label2
23905,682,2,random_label3
23906,373,5,random_label1
23906,54,5,random_label2
23906,682,3,random_label3
23907,373,8,random_label1
23907,54,9,random_label2
23907,682,8,random_label3
23908,373,9,random_label1
23908,54,8,random_label2
23908,682,9,random_label3
23909,373,7,random_label1
23909,54,7,random_label2
23909,682,7,random_label3
23910,663,7,random_label1
23910,639,7,random_label2
23910,140,7,random_label3
23911,663,2,random_label1
23911,639,2,random_label2
23911,140,2,random_label3
23912,663,6,random_label1
23912,639,6,random_label2
23912,140,6,random_label3
23913,663,9,random_label1
23913,639,5,random_label2
23913,140,3,random_label3
23914,663,5,random_label1
23914,639,5,random_label2
23914,140,5,random_label3
23915,663,4,random_label1
23915,639,6,random_label2
23915,140,6,random_label3
23916,663,2,random_label1
23916,639,5,random_label2
23916,140,5,random_label3
23917,663,1,random_label1
23917,639,1,random_label2
23917,140,6,random_label3
23918,663,2,random_label1
23918,639,2,random_label2
23918,140,2,random_label3
23919,663,0,random_label1
23919,639,0,random_label2
23919,140,0,random_label3
23920,87,4,random_label1
23920,663,4,random_label2
23920,693,4,random_label3
23921,87,1,random_label1
23921,663,1,random_label2
23921,693,1,random_label3
23922,87,6,random_label1
23922,663,6,random_label2
23922,693,6,random_label3
23923,87,1,random_label1
23923,663,5,random_label2
23923,693,1,random_label3
23924,87,8,random_label1
23924,663,3,random_label2
23924,693,1,random_label3
23925,87,6,random_label1
23925,663,7,random_label2
23925,693,5,random_label3
23926,87,9,random_label1
23926,663,9,random_label2
23926,693,1,random_label3
23927,87,6,random_label1
23927,663,7,random_label2
23927,693,6,random_label3
23928,87,7,random_label1
23928,663,7,random_label2
23928,693,7,random_label3
23929,87,1,random_label1
23929,663,1,random_label2
23929,693,1,random_label3
23930,430,2,random_label1
23930,406,2,random_label2
23930,313,2,random_label3
23931,430,1,random_label1
23931,406,1,random_label2
23931,313,1,random_label3
23932,430,4,random_label1
23932,406,1,random_label2
23932,313,2,random_label3
23933,430,9,random_label1
23933,406,1,random_label2
23933,313,1,random_label3
23934,430,6,random_label1
23934,406,6,random_label2
23934,313,6,random_label3
23935,430,3,random_label1
23935,406,3,random_label2
23935,313,8,random_label3
23936,430,1,random_label1
23936,406,1,random_label2
23936,313,1,random_label3
23937,430,4,random_label1
23937,406,4,random_label2
23937,313,4,random_label3
23938,430,0,random_label1
23938,406,0,random_label2
23938,313,0,random_label3
23939,430,6,random_label1
23939,406,6,random_label2
23939,313,6,random_label3
23940,41,7,random_label1
23940,499,7,random_label2
23940,511,7,random_label3
23941,41,5,random_label1
23941,499,4,random_label2
23941,511,5,random_label3
23942,41,3,random_label1
23942,499,3,random_label2
23942,511,3,random_label3
23943,41,4,random_label1
23943,499,4,random_label2
23943,511,4,random_label3
23944,41,2,random_label1
23944,499,2,random_label2
23944,511,2,random_label3
23945,41,6,random_label1
23945,499,6,random_label2
23945,511,6,random_label3
23946,41,8,random_label1
23946,499,9,random_label2
23946,511,8,random_label3
23947,41,5,random_label1
23947,499,4,random_label2
23947,511,5,random_label3
23948,41,3,random_label1
23948,499,3,random_label2
23948,511,3,random_label3
23949,41,5,random_label1
23949,499,5,random_label2
23949,511,3,random_label3
23950,273,2,random_label1
23950,701,2,random_label2
23950,108,2,random_label3
23951,273,2,random_label1
23951,701,2,random_label2
23951,108,6,random_label3
23952,273,0,random_label1
23952,701,2,random_label2
23952,108,0,random_label3
23953,273,8,random_label1
23953,701,8,random_label2
23953,108,8,random_label3
23954,273,4,random_label1
23954,701,5,random_label2
23954,108,0,random_label3
23955,273,4,random_label1
23955,701,6,random_label2
23955,108,4,random_label3
23956,273,6,random_label1
23956,701,6,random_label2
23956,108,6,random_label3
23957,273,1,random_label1
23957,701,9,random_label2
23957,108,9,random_label3
23958,273,4,random_label1
23958,701,4,random_label2
23958,108,4,random_label3
23959,273,1,random_label1
23959,701,1,random_label2
23959,108,1,random_label3
23960,574,8,random_label1
23960,395,5,random_label2
23960,576,8,random_label3
23961,574,9,random_label1
23961,395,9,random_label2
23961,576,9,random_label3
23962,574,8,random_label1
23962,395,8,random_label2
23962,576,8,random_label3
23963,574,3,random_label1
23963,395,3,random_label2
23963,576,3,random_label3
23964,574,0,random_label1
23964,395,0,random_label2
23964,576,0,random_label3
23965,574,9,random_label1
23965,395,8,random_label2
23965,576,8,random_label3
23966,574,7,random_label1
23966,395,7,random_label2
23966,576,7,random_label3
23967,574,5,random_label1
23967,395,5,random_label2
23967,576,5,random_label3
23968,574,4,random_label1
23968,395,4,random_label2
23968,576,4,random_label3
23969,574,1,random_label1
23969,395,1,random_label2
23969,576,1,random_label3
23970,59,7,random_label1
23970,273,7,random_label2
23970,693,7,random_label3
23971,59,5,random_label1
23971,273,5,random_label2
23971,693,3,random_label3
23972,59,0,random_label1
23972,273,0,random_label2
23972,693,0,random_label3
23973,59,8,random_label1
23973,273,8,random_label2
23973,693,8,random_label3
23974,59,3,random_label1
23974,273,3,random_label2
23974,693,3,random_label3
23975,59,2,random_label1
23975,273,9,random_label2
23975,693,9,random_label3
23976,59,5,random_label1
23976,273,5,random_label2
23976,693,5,random_label3
23977,59,5,random_label1
23977,273,3,random_label2
23977,693,5,random_label3
23978,59,0,random_label1
23978,273,9,random_label2
23978,693,1,random_label3
23979,59,9,random_label1
23979,273,9,random_label2
23979,693,9,random_label3
23980,30,3,random_label1
23980,145,3,random_label2
23980,729,6,random_label3
23981,30,5,random_label1
23981,145,0,random_label2
23981,729,5,random_label3
23982,30,1,random_label1
23982,145,1,random_label2
23982,729,1,random_label3
23983,30,1,random_label1
23983,145,1,random_label2
23983,729,1,random_label3
23984,30,0,random_label1
23984,145,0,random_label2
23984,729,0,random_label3
23985,30,2,random_label1
23985,145,4,random_label2
23985,729,5,random_label3
23986,30,3,random_label1
23986,145,6,random_label2
23986,729,5,random_label3
23987,30,6,random_label1
23987,145,6,random_label2
23987,729,6,random_label3
23988,30,7,random_label1
23988,145,7,random_label2
23988,729,7,random_label3
23989,30,4,random_label1
23989,145,4,random_label2
23989,729,4,random_label3
23990,588,1,random_label1
23990,249,9,random_label2
23990,664,1,random_label3
23991,588,9,random_label1
23991,249,9,random_label2
23991,664,1,random_label3
23992,588,3,random_label1
23992,249,3,random_label2
23992,664,3,random_label3
23993,588,7,random_label1
23993,249,7,random_label2
23993,664,7,random_label3
23994,588,4,random_label1
23994,249,4,random_label2
23994,664,7,random_label3
23995,588,5,random_label1
23995,249,2,random_label2
23995,664,2,random_label3
23996,588,3,random_label1
23996,249,0,random_label2
23996,664,3,random_label3
23997,588,8,random_label1
23997,249,8,random_label2
23997,664,1,random_label3
23998,588,3,random_label1
23998,249,3,random_label2
23998,664,3,random_label3
23999,588,0,random_label1
23999,249,0,random_label2
23999,664,0,random_label3
24000,639,6,random_label1
24000,491,6,random_label2
24000,658,6,random_label3
24001,639,9,random_label1
24001,491,9,random_label2
24001,658,9,random_label3
24002,639,2,random_label1
24002,491,7,random_label2
24002,658,4,random_label3
24003,639,0,random_label1
24003,491,1,random_label2
24003,658,1,random_label3
24004,639,7,random_label1
24004,491,7,random_label2
24004,658,7,random_label3
24005,639,3,random_label1
24005,491,3,random_label2
24005,658,1,random_label3
24006,639,5,random_label1
24006,491,5,random_label2
24006,658,5,random_label3
24007,639,2,random_label1
24007,491,2,random_label2
24007,658,2,random_label3
24008,639,1,random_label1
24008,491,1,random_label2
24008,658,9,random_label3
24009,639,9,random_label1
24009,491,9,random_label2
24009,658,9,random_label3
24010,127,1,random_label1
24010,627,1,random_label2
24010,481,1,random_label3
24011,127,1,random_label1
24011,627,1,random_label2
24011,481,9,random_label3
24012,127,7,random_label1
24012,627,7,random_label2
24012,481,7,random_label3
24013,127,7,random_label1
24013,627,7,random_label2
24013,481,7,random_label3
24014,127,7,random_label1
24014,627,7,random_label2
24014,481,7,random_label3
24015,127,3,random_label1
24015,627,3,random_label2
24015,481,3,random_label3
24016,127,2,random_label1
24016,627,2,random_label2
24016,481,2,random_label3
24017,127,5,random_label1
24017,627,3,random_label2
24017,481,3,random_label3
24018,127,1,random_label1
24018,627,1,random_label2
24018,481,1,random_label3
24019,127,2,random_label1
24019,627,2,random_label2
24019,481,2,random_label3
24020,108,2,random_label1
24020,576,0,random_label2
24020,635,2,random_label3
24021,108,0,random_label1
24021,576,0,random_label2
24021,635,0,random_label3
24022,108,3,random_label1
24022,576,3,random_label2
24022,635,3,random_label3
24023,108,5,random_label1
24023,576,5,random_label2
24023,635,5,random_label3
24024,108,1,random_label1
24024,576,1,random_label2
24024,635,1,random_label3
24025,108,7,random_label1
24025,576,7,random_label2
24025,635,7,random_label3
24026,108,7,random_label1
24026,576,7,random_label2
24026,635,7,random_label3
24027,108,1,random_label1
24027,576,9,random_label2
24027,635,8,random_label3
24028,108,5,random_label1
24028,576,5,random_label2
24028,635,5,random_label3
24029,108,9,random_label1
24029,576,1,random_label2
24029,635,9,random_label3
24030,197,2,random_label1
24030,515,2,random_label2
24030,511,2,random_label3
24031,197,3,random_label1
24031,515,3,random_label2
24031,511,3,random_label3
24032,197,5,random_label1
24032,515,9,random_label2
24032,511,9,random_label3
24033,197,2,random_label1
24033,515,2,random_label2
24033,511,2,random_label3
24034,197,7,random_label1
24034,515,7,random_label2
24034,511,4,random_label3
24035,197,4,random_label1
24035,515,4,random_label2
24035,511,4,random_label3
24036,197,9,random_label1
24036,515,6,random_label2
24036,511,3,random_label3
24037,197,0,random_label1
24037,515,5,random_label2
24037,511,5,random_label3
24038,197,1,random_label1
24038,515,1,random_label2
24038,511,1,random_label3
24039,197,8,random_label1
24039,515,8,random_label2
24039,511,8,random_label3
24040,16,7,random_label1
24040,701,4,random_label2
24040,197,4,random_label3
24041,16,2,random_label1
24041,701,1,random_label2
24041,197,1,random_label3
24042,16,0,random_label1
24042,701,9,random_label2
24042,197,1,random_label3
24043,16,7,random_label1
24043,701,1,random_label2
24043,197,1,random_label3
24044,16,1,random_label1
24044,701,1,random_label2
24044,197,1,random_label3
24045,16,8,random_label1
24045,701,1,random_label2
24045,197,8,random_label3
24046,16,4,random_label1
24046,701,4,random_label2
24046,197,1,random_label3
24047,16,3,random_label1
24047,701,3,random_label2
24047,197,7,random_label3
24048,16,9,random_label1
24048,701,9,random_label2
24048,197,9,random_label3
24049,16,6,random_label1
24049,701,6,random_label2
24049,197,4,random_label3
24050,588,7,random_label1
24050,199,7,random_label2
24050,514,7,random_label3
24051,588,0,random_label1
24051,199,0,random_label2
24051,514,0,random_label3
24052,588,4,random_label1
24052,199,7,random_label2
24052,514,7,random_label3
24053,588,8,random_label1
24053,199,8,random_label2
24053,514,8,random_label3
24054,588,7,random_label1
24054,199,7,random_label2
24054,514,7,random_label3
24055,588,9,random_label1
24055,199,9,random_label2
24055,514,9,random_label3
24056,588,6,random_label1
24056,199,3,random_label2
24056,514,3,random_label3
24057,588,0,random_label1
24057,199,0,random_label2
24057,514,0,random_label3
24058,588,0,random_label1
24058,199,0,random_label2
24058,514,0,random_label3
24059,588,8,random_label1
24059,199,8,random_label2
24059,514,8,random_label3
24060,108,3,random_label1
24060,638,3,random_label2
24060,273,3,random_label3
24061,108,2,random_label1
24061,638,2,random_label2
24061,273,2,random_label3
24062,108,4,random_label1
24062,638,8,random_label2
24062,273,8,random_label3
24063,108,9,random_label1
24063,638,9,random_label2
24063,273,9,random_label3
24064,108,2,random_label1
24064,638,0,random_label2
24064,273,2,random_label3
24065,108,3,random_label1
24065,638,7,random_label2
24065,273,3,random_label3
24066,108,9,random_label1
24066,638,9,random_label2
24066,273,9,random_label3
24067,108,7,random_label1
24067,638,4,random_label2
24067,273,4,random_label3
24068,108,1,random_label1
24068,638,1,random_label2
24068,273,1,random_label3
24069,108,2,random_label1
24069,638,9,random_label2
24069,273,2,random_label3
24070,87,9,random_label1
24070,229,9,random_label2
24070,701,9,random_label3
24071,87,3,random_label1
24071,229,3,random_label2
24071,701,3,random_label3
24072,87,0,random_label1
24072,229,0,random_label2
24072,701,0,random_label3
24073,87,3,random_label1
24073,229,3,random_label2
24073,701,3,random_label3
24074,87,2,random_label1
24074,229,7,random_label2
24074,701,2,random_label3
24075,87,1,random_label1
24075,229,1,random_label2
24075,701,1,random_label3
24076,87,9,random_label1
24076,229,1,random_label2
24076,701,9,random_label3
24077,87,3,random_label1
24077,229,3,random_label2
24077,701,3,random_label3
24078,87,9,random_label1
24078,229,9,random_label2
24078,701,9,random_label3
24079,87,1,random_label1
24079,229,0,random_label2
24079,701,0,random_label3
24080,175,4,random_label1
24080,481,4,random_label2
24080,663,4,random_label3
24081,175,5,random_label1
24081,481,5,random_label2
24081,663,3,random_label3
24082,175,3,random_label1
24082,481,5,random_label2
24082,663,3,random_label3
24083,175,8,random_label1
24083,481,8,random_label2
24083,663,8,random_label3
24084,175,4,random_label1
24084,481,4,random_label2
24084,663,4,random_label3
24085,175,8,random_label1
24085,481,8,random_label2
24085,663,8,random_label3
24086,175,9,random_label1
24086,481,0,random_label2
24086,663,9,random_label3
24087,175,9,random_label1
24087,481,9,random_label2
24087,663,9,random_label3
24088,175,7,random_label1
24088,481,7,random_label2
24088,663,7,random_label3
24089,175,9,random_label1
24089,481,9,random_label2
24089,663,9,random_label3
24090,314,7,random_label1
24090,627,7,random_label2
24090,430,7,random_label3
24091,314,7,random_label1
24091,627,7,random_label2
24091,430,7,random_label3
24092,314,3,random_label1
24092,627,3,random_label2
24092,430,3,random_label3
24093,314,8,random_label1
24093,627,8,random_label2
24093,430,8,random_label3
24094,314,0,random_label1
24094,627,0,random_label2
24094,430,0,random_label3
24095,314,8,random_label1
24095,627,8,random_label2
24095,430,8,random_label3
24096,314,0,random_label1
24096,627,0,random_label2
24096,430,0,random_label3
24097,314,2,random_label1
24097,627,2,random_label2
24097,430,2,random_label3
24098,314,5,random_label1
24098,627,7,random_label2
24098,430,5,random_label3
24099,314,3,random_label1
24099,627,3,random_label2
24099,430,3,random_label3
24100,395,1,random_label1
24100,402,3,random_label2
24100,54,3,random_label3
24101,395,0,random_label1
24101,402,0,random_label2
24101,54,0,random_label3
24102,395,8,random_label1
24102,402,8,random_label2
24102,54,8,random_label3
24103,395,6,random_label1
24103,402,2,random_label2
24103,54,6,random_label3
24104,395,0,random_label1
24104,402,0,random_label2
24104,54,0,random_label3
24105,395,5,random_label1
24105,402,6,random_label2
24105,54,3,random_label3
24106,395,3,random_label1
24106,402,3,random_label2
24106,54,3,random_label3
24107,395,9,random_label1
24107,402,9,random_label2
24107,54,1,random_label3
24108,395,4,random_label1
24108,402,4,random_label2
24108,54,4,random_label3
24109,395,1,random_label1
24109,402,1,random_label2
24109,54,1,random_label3
24110,29,1,random_label1
24110,663,1,random_label2
24110,213,9,random_label3
24111,29,0,random_label1
24111,663,0,random_label2
24111,213,0,random_label3
24112,29,3,random_label1
24112,663,3,random_label2
24112,213,4,random_label3
24113,29,0,random_label1
24113,663,0,random_label2
24113,213,1,random_label3
24114,29,9,random_label1
24114,663,1,random_label2
24114,213,9,random_label3
24115,29,2,random_label1
24115,663,2,random_label2
24115,213,2,random_label3
24116,29,0,random_label1
24116,663,9,random_label2
24116,213,1,random_label3
24117,29,6,random_label1
24117,663,6,random_label2
24117,213,6,random_label3
24118,29,2,random_label1
24118,663,5,random_label2
24118,213,2,random_label3
24119,29,1,random_label1
24119,663,1,random_label2
24119,213,0,random_label3
24120,721,5,random_label1
24120,273,3,random_label2
24120,663,5,random_label3
24121,721,1,random_label1
24121,273,1,random_label2
24121,663,1,random_label3
24122,721,7,random_label1
24122,273,7,random_label2
24122,663,7,random_label3
24123,721,7,random_label1
24123,273,7,random_label2
24123,663,4,random_label3
24124,721,3,random_label1
24124,273,3,random_label2
24124,663,3,random_label3
24125,721,9,random_label1
24125,273,1,random_label2
24125,663,9,random_label3
24126,721,5,random_label1
24126,273,5,random_label2
24126,663,5,random_label3
24127,721,8,random_label1
24127,273,8,random_label2
24127,663,8,random_label3
24128,721,6,random_label1
24128,273,5,random_label2
24128,663,5,random_label3
24129,721,7,random_label1
24129,273,7,random_label2
24129,663,7,random_label3
24130,458,3,random_label1
24130,395,5,random_label2
24130,273,5,random_label3
24131,458,8,random_label1
24131,395,8,random_label2
24131,273,8,random_label3
24132,458,8,random_label1
24132,395,8,random_label2
24132,273,8,random_label3
24133,458,9,random_label1
24133,395,9,random_label2
