clean_label,aggre_label,worse_label,random_label1,random_label2,random_label3,img_index
0,0,0,0,0,0,19630
3,3,3,3,3,3,19631
0,0,0,0,0,0,19632
0,0,0,0,0,0,19633
0,0,2,0,0,2,19634
5,5,5,5,5,5,19635
7,7,7,7,7,7,19636
2,0,0,2,7,0,19637
7,7,7,7,7,7,19638
0,0,0,0,0,0,19639
9,9,1,1,9,9,19640
6,6,6,6,6,6,19641
7,7,7,7,7,7,19642
4,3,5,4,3,5,19643
0,0,2,0,2,0,19644
6,0,4,2,0,4,19645
6,6,6,6,6,6,19646
3,3,3,3,3,3,19647
8,8,8,8,8,8,19648
3,2,6,2,2,6,19649
4,4,7,4,4,7,19650
7,7,7,7,7,7,19651
5,5,1,5,1,5,19652
6,6,2,6,6,2,19653
4,4,4,4,4,4,19654
2,2,3,2,2,3,19655
8,8,5,8,8,5,19656
4,4,4,4,4,4,19657
8,8,1,8,1,8,19658
9,1,4,1,4,9,19659
9,8,8,8,9,8,19660
9,9,9,9,9,9,19661
0,0,0,0,0,0,19662
5,5,5,5,5,5,19663
0,0,0,0,0,0,19664
6,6,9,9,6,6,19665
8,8,8,8,8,8,19666
1,1,0,1,0,1,19667
1,1,9,1,9,1,19668
9,9,1,9,1,9,19669
9,9,1,1,9,9,19670
9,9,9,9,9,9,19671
2,2,2,2,2,2,19672
3,3,4,4,3,3,19673
9,9,0,9,0,9,19674
6,6,4,4,6,6,19675
6,6,2,2,6,6,19676
0,0,0,0,0,0,19677
1,1,7,1,7,1,19678
9,9,9,9,9,9,19679
9,9,9,9,9,9,19680
3,3,3,3,3,3,19681
0,0,1,0,6,1,19682
5,5,3,3,5,5,19683
4,4,4,4,4,4,19684
6,6,6,6,6,6,19685
2,6,6,6,6,2,19686
9,0,0,1,9,0,19687
9,9,9,9,9,9,19688
4,4,4,4,4,4,19689
5,5,5,5,5,5,19690
7,7,7,7,7,7,19691
6,6,6,6,6,6,19692
5,3,3,5,3,3,19693
2,2,5,2,2,5,19694
2,2,2,2,2,2,19695
8,8,8,8,8,8,19696
0,0,0,0,0,0,19697
5,5,5,5,5,5,19698
1,1,1,1,1,1,19699
2,2,5,2,2,5,19700
6,6,6,6,6,6,19701
4,4,8,8,4,4,19702
9,9,1,9,9,1,19703
4,4,4,4,4,4,19704
6,6,6,6,6,6,19705
8,8,8,8,8,8,19706
6,6,6,6,6,6,19707
5,5,5,5,5,5,19708
9,9,9,9,9,9,19709
1,1,1,1,1,1,19710
4,4,4,4,4,4,19711
7,7,3,7,3,7,19712
8,8,8,8,8,8,19713
2,2,2,2,2,2,19714
6,1,1,2,6,1,19715
0,0,0,0,0,0,19716
3,3,0,3,0,3,19717
8,8,7,1,8,7,19718
9,9,9,9,9,9,19719
8,8,8,8,8,8,19720
4,4,5,6,4,5,19721
9,9,9,9,9,9,19722
5,3,3,7,5,3,19723
9,9,1,1,9,9,19724
8,8,8,8,8,8,19725
3,3,0,3,3,0,19726
3,3,7,5,7,3,19727
0,0,6,0,8,6,19728
2,2,2,2,2,2,19729
0,0,0,0,0,0,19730
6,2,2,6,5,2,19731
6,6,5,6,6,5,19732
8,8,5,5,8,8,19733
2,2,2,2,2,2,19734
5,5,5,5,5,5,19735
1,1,1,1,1,1,19736
2,2,2,2,2,2,19737
3,3,3,3,3,3,19738
7,7,5,7,7,5,19739
0,0,0,0,0,0,19740
0,0,8,8,0,0,19741
4,7,7,7,4,7,19742
2,2,2,2,2,2,19743
7,7,4,4,7,7,19744
1,1,9,1,1,9,19745
4,4,4,4,4,4,19746
7,7,7,7,7,7,19747
8,8,9,8,9,8,19748
0,0,2,0,0,2,19749
3,3,3,3,3,3,19750
9,9,7,9,7,9,19751
3,3,3,3,3,3,19752
0,0,0,0,0,0,19753
5,5,1,5,5,1,19754
7,7,7,7,7,7,19755
5,5,5,5,5,5,19756
5,6,6,6,6,5,19757
4,4,4,4,4,4,19758
7,7,4,4,7,7,19759
1,1,1,1,1,1,19760
0,0,0,0,0,0,19761
6,6,6,6,6,6,19762
6,6,6,6,6,6,19763
1,1,1,1,1,1,19764
1,8,8,9,1,8,19765
9,9,9,9,9,9,19766
6,6,6,6,6,6,19767
8,8,1,8,8,1,19768
1,1,1,1,1,1,19769
6,6,6,6,6,6,19770
3,3,3,3,3,3,19771
7,7,7,7,7,7,19772
1,1,8,1,8,1,19773
4,4,4,4,4,4,19774
8,8,8,8,8,8,19775
9,9,7,7,9,9,19776
7,7,7,7,7,7,19777
0,0,0,0,0,0,19778
7,7,7,7,7,7,19779
3,3,3,3,3,3,19780
3,3,8,3,8,3,19781
3,3,3,3,3,3,19782
1,1,1,1,1,1,19783
4,4,7,4,4,7,19784
2,2,2,2,2,2,19785
5,5,5,5,5,5,19786
3,5,5,5,5,3,19787
8,8,8,8,8,8,19788
2,2,3,2,2,3,19789
4,4,4,4,4,4,19790
7,7,7,7,7,7,19791
1,1,9,9,1,1,19792
1,1,1,1,1,1,19793
7,7,7,7,7,7,19794
3,3,3,3,3,3,19795
9,9,9,9,9,9,19796
4,4,5,4,4,5,19797
6,6,6,6,6,6,19798
3,5,5,5,5,5,19799
5,5,5,5,5,5,19800
9,9,9,9,9,9,19801
7,7,4,7,4,7,19802
4,7,7,4,7,7,19803
0,0,0,0,0,0,19804
9,9,1,9,1,9,19805
2,2,2,2,2,2,19806
0,0,0,0,0,0,19807
3,3,3,3,3,3,19808
5,5,5,5,5,5,19809
1,1,1,1,1,1,19810
2,2,2,2,2,2,19811
0,0,8,8,0,0,19812
4,4,4,4,4,4,19813
0,0,0,0,0,0,19814
2,2,2,2,2,2,19815
7,7,7,7,7,7,19816
8,1,1,1,8,1,19817
0,0,0,0,0,0,19818
5,3,3,4,3,5,19819
3,3,3,3,3,3,19820
7,7,7,7,7,7,19821
4,4,7,7,4,4,19822
6,6,6,6,6,6,19823
9,9,1,1,9,9,19824
5,5,5,5,5,5,19825
9,9,1,4,9,1,19826
3,8,2,8,7,2,19827
0,0,0,0,0,0,19828
8,8,1,8,8,1,19829
3,3,3,3,3,3,19830
9,9,3,9,9,3,19831
7,7,8,8,7,7,19832
4,4,4,4,4,4,19833
6,6,6,6,6,6,19834
5,3,3,3,5,3,19835
8,8,8,8,8,8,19836
3,3,3,3,3,3,19837
3,3,3,3,3,3,19838
3,3,5,3,3,5,19839
9,9,1,9,9,1,19840
9,9,9,9,9,9,19841
9,1,5,1,9,5,19842
8,8,8,8,8,8,19843
7,7,7,7,7,7,19844
2,2,2,2,2,2,19845
4,6,6,6,6,4,19846
3,3,3,3,3,3,19847
4,4,5,7,5,4,19848
7,7,7,7,7,7,19849
7,7,7,7,7,7,19850
8,8,8,8,8,8,19851
4,4,4,4,4,4,19852
3,3,3,3,3,3,19853
8,8,8,8,8,8,19854
6,6,6,6,6,6,19855
5,5,5,5,5,5,19856
4,4,4,4,4,4,19857
0,0,0,0,0,0,19858
0,0,2,0,0,2,19859
0,0,0,0,0,0,19860
5,5,3,5,5,3,19861
1,1,9,9,1,1,19862
5,5,5,5,5,5,19863
3,3,3,3,3,3,19864
1,1,1,1,1,1,19865
1,1,1,1,1,1,19866
1,1,1,1,1,1,19867
2,2,5,2,2,5,19868
1,1,1,1,1,1,19869
6,6,6,6,6,6,19870
3,3,3,3,3,3,19871
3,3,3,3,3,3,19872
9,9,4,4,9,9,19873
2,2,2,2,2,2,19874
3,3,3,3,3,3,19875
9,9,1,9,9,1,19876
6,6,6,6,6,6,19877
0,0,0,0,0,0,19878
7,7,2,7,2,7,19879
1,1,7,7,1,1,19880
3,3,3,3,3,3,19881
4,2,2,5,6,2,19882
7,7,8,8,7,7,19883
0,0,2,1,0,2,19884
4,4,7,4,4,7,19885
1,1,9,1,9,1,19886
8,8,1,8,8,1,19887
2,2,2,2,2,2,19888
5,5,5,5,5,5,19889
1,1,1,1,1,1,19890
9,9,9,9,9,9,19891
5,5,5,5,5,5,19892
9,9,9,9,9,9,19893
0,0,0,0,0,0,19894
3,3,3,3,3,3,19895
5,5,5,5,5,5,19896
4,4,5,5,4,4,19897
1,1,1,1,1,1,19898
2,6,6,2,6,6,19899
5,5,5,5,5,5,19900
2,8,8,2,5,8,19901
3,3,3,3,3,3,19902
4,4,4,4,4,4,19903
0,0,0,0,0,0,19904
7,7,7,7,7,7,19905
4,4,4,4,4,4,19906
6,6,3,3,6,6,19907
5,5,5,5,5,5,19908
7,7,7,7,7,7,19909
8,8,0,8,0,8,19910
1,1,7,7,1,1,19911
4,4,1,4,1,4,19912
3,3,3,3,3,3,19913
2,2,2,2,2,2,19914
2,2,2,2,2,2,19915
2,2,2,2,2,2,19916
4,4,4,4,4,4,19917
2,2,2,2,2,2,19918
9,9,1,9,1,9,19919
3,1,1,6,1,3,19920
8,8,8,8,8,8,19921
3,3,3,3,3,3,19922
9,1,1,1,9,1,19923
6,6,6,6,6,6,19924
5,5,3,5,5,3,19925
6,6,6,6,6,6,19926
6,6,0,0,6,6,19927
0,0,0,0,0,0,19928
3,2,2,4,2,3,19929
1,1,8,8,1,1,19930
7,7,7,7,7,7,19931
2,2,2,2,2,2,19932
5,5,3,3,5,5,19933
9,9,9,9,9,9,19934
1,1,9,1,9,1,19935
4,4,4,4,4,4,19936
8,8,9,8,9,8,19937
5,5,5,5,5,5,19938
1,1,1,1,1,1,19939
7,7,7,7,7,7,19940
6,3,3,4,6,3,19941
0,0,0,0,0,0,19942
4,1,1,7,1,4,19943
2,2,2,2,2,2,19944
0,0,0,0,0,0,19945
1,1,0,1,1,0,19946
1,1,1,1,1,1,19947
8,8,6,6,8,8,19948
6,6,6,6,6,6,19949
2,2,2,2,2,2,19950
7,7,7,7,7,7,19951
4,4,4,4,4,4,19952
9,9,1,1,9,9,19953
8,8,8,8,8,8,19954
6,6,6,6,6,6,19955
7,7,7,7,7,7,19956
4,4,4,4,4,4,19957
5,5,6,5,5,6,19958
6,6,6,6,6,6,19959
7,7,0,0,7,7,19960
0,0,0,0,0,0,19961
7,7,7,7,7,7,19962
2,2,2,2,2,2,19963
2,2,0,2,2,0,19964
5,5,8,5,8,5,19965
6,6,6,6,6,6,19966
6,6,8,8,6,6,19967
7,7,7,7,7,7,19968
2,2,2,2,2,2,19969
6,6,2,6,6,2,19970
1,1,1,1,1,1,19971
5,5,5,5,5,5,19972
7,7,7,7,7,7,19973
0,0,0,0,0,0,19974
8,8,8,8,8,8,19975
9,9,1,1,9,9,19976
2,2,2,2,2,2,19977
7,7,7,7,7,7,19978
8,8,8,8,8,8,19979
4,4,4,4,4,4,19980
2,2,2,2,2,2,19981
0,0,8,8,0,0,19982
1,1,9,1,9,1,19983
6,6,0,6,0,6,19984
2,2,2,2,2,2,19985
7,7,7,7,7,7,19986
8,8,8,8,8,8,19987
0,0,0,0,0,0,19988
1,1,1,1,1,1,19989
4,4,4,4,4,4,19990
8,8,8,8,8,8,19991
9,9,9,9,9,9,19992
5,5,5,5,5,5,19993
3,0,2,0,8,2,19994
8,8,8,8,8,8,19995
8,8,8,8,8,8,19996
7,7,5,7,5,7,19997
2,2,2,2,2,2,19998
5,5,3,5,5,3,19999
8,8,8,8,8,8,20000
5,5,5,5,5,5,20001
0,0,1,0,0,1,20002
6,6,6,6,6,6,20003
9,9,1,1,9,9,20004
2,2,6,2,2,6,20005
8,8,7,8,7,8,20006
3,3,3,3,3,3,20007
6,6,6,6,6,6,20008
2,2,7,2,7,2,20009
7,7,4,7,7,4,20010
4,4,3,3,4,4,20011
6,3,3,5,3,3,20012
9,9,9,9,9,9,20013
0,0,6,0,0,6,20014
0,0,0,0,0,0,20015
7,7,7,7,7,7,20016
3,3,3,3,3,3,20017
7,7,7,7,7,7,20018
2,2,2,2,2,2,20019
5,5,5,5,5,5,20020
6,6,5,6,5,6,20021
6,6,6,6,6,6,20022
0,0,0,0,0,0,20023
9,9,1,1,9,9,20024
6,6,6,6,6,6,20025
8,8,0,8,8,0,20026
6,6,4,4,6,6,20027
7,7,7,7,7,7,20028
2,2,2,2,2,2,20029
7,7,7,7,7,7,20030
5,5,5,5,5,5,20031
3,3,1,1,3,3,20032
3,3,3,3,3,3,20033
3,3,3,3,3,3,20034
0,0,1,1,0,0,20035
6,3,3,3,2,3,20036
5,5,9,5,9,5,20037
2,2,2,2,2,2,20038
0,0,2,0,2,0,20039
8,8,3,8,3,8,20040
8,8,8,8,8,8,20041
1,1,1,1,1,1,20042
5,5,3,5,3,5,20043
4,4,4,4,4,4,20044
0,0,1,1,0,0,20045
4,4,0,4,0,4,20046
1,1,1,1,1,1,20047
2,2,2,2,2,2,20048
4,4,4,4,4,4,20049
3,3,5,3,3,5,20050
2,2,1,2,2,1,20051
8,8,8,8,8,8,20052
5,5,5,5,5,5,20053
4,4,4,4,4,4,20054
2,2,2,2,2,2,20055
1,1,1,1,1,1,20056
1,1,0,1,0,1,20057
3,3,6,6,3,3,20058
5,5,5,5,5,5,20059
4,4,4,4,4,4,20060
2,2,2,2,2,2,20061
7,7,7,7,7,7,20062
7,7,1,7,7,1,20063
8,3,3,3,8,3,20064
2,2,2,2,2,2,20065
5,5,7,7,5,5,20066
3,5,5,5,5,3,20067
9,9,1,9,9,1,20068
9,9,3,3,9,9,20069
0,0,0,0,0,0,20070
6,2,2,2,2,6,20071
7,7,0,0,7,7,20072
2,2,3,3,2,2,20073
1,1,1,1,1,1,20074
5,5,5,5,5,5,20075
5,3,7,5,3,7,20076
2,2,1,2,2,1,20077
7,7,7,7,7,7,20078
1,1,1,1,1,1,20079
3,3,3,3,3,3,20080
8,8,8,8,8,8,20081
8,8,0,8,8,0,20082
5,5,5,5,5,5,20083
5,5,5,5,5,5,20084
4,4,7,4,4,7,20085
0,8,8,8,8,0,20086
5,3,6,5,3,6,20087
1,1,9,1,9,1,20088
8,8,8,8,8,8,20089
5,5,5,5,5,5,20090
3,3,0,0,3,3,20091
5,5,5,5,5,5,20092
6,6,6,6,6,6,20093
7,7,7,7,7,7,20094
9,9,8,9,9,8,20095
4,4,4,4,4,4,20096
0,0,0,0,0,0,20097
6,6,3,3,6,6,20098
7,2,5,2,5,7,20099
8,8,4,8,4,8,20100
5,2,2,3,2,5,20101
2,2,5,2,5,2,20102
4,4,7,4,7,4,20103
6,6,6,6,6,6,20104
0,0,0,0,0,0,20105
6,6,3,3,6,6,20106
1,1,1,1,1,1,20107
4,4,1,4,1,4,20108
7,7,7,7,7,7,20109
8,8,8,8,8,8,20110
3,3,5,5,3,3,20111
2,2,2,2,2,2,20112
6,6,6,6,6,6,20113
1,1,7,1,1,7,20114
6,6,4,6,4,6,20115
4,4,4,4,4,4,20116
3,2,5,2,2,5,20117
8,8,8,8,8,8,20118
1,9,9,9,1,9,20119
4,4,4,4,4,4,20120
3,3,5,5,3,3,20121
5,5,5,5,5,5,20122
4,4,7,4,7,4,20123
0,0,2,0,2,0,20124
2,2,1,2,2,1,20125
5,0,0,3,5,0,20126
0,0,0,0,0,0,20127
8,8,8,8,8,8,20128
9,9,9,9,9,9,20129
2,6,6,6,6,6,20130
3,3,5,3,3,5,20131
0,0,0,0,0,0,20132
4,4,4,4,4,4,20133
9,9,9,9,9,9,20134
6,6,7,7,6,6,20135
4,4,4,4,4,4,20136
4,4,6,4,4,6,20137
2,2,3,2,2,3,20138
3,3,3,3,3,3,20139
5,5,5,5,5,5,20140
6,6,6,6,6,6,20141
4,4,4,4,4,4,20142
3,3,3,3,3,3,20143
3,2,2,7,3,2,20144
2,2,2,2,2,2,20145
6,6,6,6,6,6,20146
4,4,7,5,4,7,20147
6,2,2,6,2,2,20148
2,0,0,6,2,0,20149
8,8,8,8,8,8,20150
3,3,3,3,3,3,20151
3,3,3,3,3,3,20152
3,3,3,3,3,3,20153
4,4,4,4,4,4,20154
1,1,9,1,1,9,20155
5,5,5,5,5,5,20156
4,4,4,4,4,4,20157
7,7,7,7,7,7,20158
3,3,4,3,4,3,20159
6,6,6,6,6,6,20160
8,8,8,8,8,8,20161
1,1,5,1,1,5,20162
3,3,9,3,9,3,20163
5,5,5,5,5,5,20164
9,9,0,9,9,0,20165
7,7,7,7,7,7,20166
9,9,0,0,9,9,20167
1,1,9,1,9,1,20168
0,0,8,0,8,0,20169
7,7,8,8,7,7,20170
5,5,2,2,5,5,20171
9,9,9,9,9,9,20172
4,4,2,4,4,2,20173
3,0,0,4,6,0,20174
7,3,4,3,4,7,20175
9,9,1,9,1,9,20176
6,6,3,6,6,3,20177
5,5,5,5,5,5,20178
7,7,7,7,7,7,20179
0,0,0,0,0,0,20180
9,9,9,9,9,9,20181
8,8,5,5,8,8,20182
2,2,1,1,2,2,20183
3,3,6,6,3,3,20184
5,5,5,5,5,5,20185
7,7,7,7,7,7,20186
9,9,0,9,9,0,20187
0,0,0,0,0,0,20188
2,2,2,2,2,2,20189
0,0,0,0,0,0,20190
7,7,7,7,7,7,20191
4,4,4,4,4,4,20192
6,6,6,6,6,6,20193
3,9,9,5,9,3,20194
1,1,9,5,1,9,20195
3,3,3,3,3,3,20196
1,1,9,1,1,9,20197
8,8,8,8,8,8,20198
1,1,1,1,1,1,20199
5,3,6,3,6,5,20200
5,5,5,5,5,5,20201
7,4,4,6,4,7,20202
3,5,5,5,3,5,20203
3,3,6,6,3,3,20204
0,0,0,0,0,0,20205
4,4,5,4,4,5,20206
5,5,3,5,3,5,20207
3,3,3,3,3,3,20208
8,8,8,8,8,8,20209
3,3,5,3,5,3,20210
9,9,9,9,9,9,20211
2,2,2,2,2,2,20212
9,9,9,9,9,9,20213
1,0,0,9,0,1,20214
3,2,5,2,5,3,20215
2,2,3,6,2,3,20216
0,0,0,0,0,0,20217
7,7,1,7,1,7,20218
8,1,1,1,8,1,20219
2,2,2,2,2,2,20220
8,8,8,8,8,8,20221
1,9,9,1,9,9,20222
7,7,7,7,7,7,20223
9,9,9,9,9,9,20224
6,2,2,5,2,6,20225
2,2,5,2,5,2,20226
8,8,8,8,8,8,20227
8,8,8,8,8,8,20228
9,9,5,5,9,9,20229
7,7,7,7,7,7,20230
9,9,9,9,9,9,20231
9,9,9,9,9,9,20232
0,0,2,0,2,0,20233
3,3,2,2,3,3,20234
7,7,2,7,2,7,20235
0,9,1,9,7,1,20236
8,8,8,8,8,8,20237
6,6,6,6,6,6,20238
8,8,8,8,8,8,20239
6,6,7,6,7,6,20240
9,8,1,9,8,1,20241
0,0,0,0,0,0,20242
4,4,4,4,4,4,20243
1,8,8,4,1,8,20244
1,1,9,1,9,1,20245
8,8,8,8,8,8,20246
7,7,7,7,7,7,20247
9,9,6,9,9,6,20248
7,7,7,7,7,7,20249
9,9,9,9,9,9,20250
7,7,9,7,9,7,20251
3,3,3,3,3,3,20252
4,4,2,2,4,4,20253
6,6,3,6,6,3,20254
3,3,8,3,3,8,20255
0,0,0,0,0,0,20256
0,0,9,9,0,0,20257
6,6,6,6,6,6,20258
8,8,8,8,8,8,20259
2,2,2,2,2,2,20260
3,3,3,3,3,3,20261
0,0,0,0,0,0,20262
6,1,1,4,6,1,20263
9,9,1,9,9,1,20264
0,0,0,0,0,0,20265
2,2,2,2,2,2,20266
0,0,0,0,0,0,20267
6,6,6,6,6,6,20268
3,3,3,3,3,3,20269
4,4,5,4,4,5,20270
3,5,5,5,5,5,20271
2,2,5,2,2,5,20272
1,1,9,1,1,9,20273
4,6,6,6,4,6,20274
0,0,0,0,0,0,20275
4,4,4,4,4,4,20276
5,5,3,5,3,5,20277
6,6,6,6,6,6,20278
5,5,5,5,5,5,20279
4,4,0,4,4,0,20280
3,8,8,1,3,8,20281
4,4,2,4,4,2,20282
2,2,5,2,3,5,20283
2,4,4,2,4,4,20284
2,2,2,2,2,2,20285
2,2,3,2,3,2,20286
0,0,2,0,0,2,20287
8,8,6,8,6,8,20288
3,3,3,3,3,3,20289
8,8,8,8,8,8,20290
7,7,7,7,7,7,20291
5,5,5,5,5,5,20292
6,6,6,6,6,6,20293
4,4,4,4,4,4,20294
0,8,9,8,9,0,20295
9,9,9,9,9,9,20296
6,6,6,6,6,6,20297
8,8,8,8,8,8,20298
7,7,7,7,7,7,20299
8,8,4,8,4,8,20300
3,3,3,3,3,3,20301
0,0,0,0,0,0,20302
4,4,4,4,4,4,20303
1,1,1,1,1,1,20304
9,9,9,9,9,9,20305
4,4,4,4,4,4,20306
1,1,1,1,1,1,20307
2,2,2,2,2,2,20308
7,7,7,7,7,7,20309
6,6,6,6,6,6,20310
1,1,1,1,1,1,20311
1,1,1,1,1,1,20312
1,1,1,1,1,1,20313
7,7,8,7,8,7,20314
5,5,5,5,5,5,20315
6,6,6,6,6,6,20316
2,2,2,2,2,2,20317
2,2,3,2,2,3,20318
0,0,0,0,0,0,20319
5,5,5,5,5,5,20320
4,4,7,7,4,4,20321
5,5,5,5,5,5,20322
2,2,2,2,2,2,20323
6,6,6,6,6,6,20324
4,4,6,4,6,4,20325
3,3,3,3,3,3,20326
1,1,2,1,2,1,20327
0,0,4,0,0,4,20328
3,3,3,3,3,3,20329
3,3,3,3,3,3,20330
1,1,1,1,1,1,20331
6,6,4,4,6,6,20332
6,6,6,6,6,6,20333
0,0,0,0,0,0,20334
3,3,5,3,5,3,20335
1,1,1,1,1,1,20336
3,3,3,3,3,3,20337
3,3,5,3,6,5,20338
3,3,3,3,3,3,20339
4,2,2,4,2,2,20340
4,4,4,4,4,4,20341
4,4,7,4,4,7,20342
4,4,2,4,2,4,20343
3,3,0,0,3,3,20344
3,3,3,3,3,3,20345
3,3,3,3,3,3,20346
7,7,7,7,7,7,20347
5,5,3,5,5,3,20348
0,0,0,0,0,0,20349
8,8,0,8,0,8,20350
1,9,9,1,9,9,20351
8,8,8,8,8,8,20352
1,1,9,1,2,9,20353
9,9,9,9,9,9,20354
0,2,2,2,2,2,20355
7,7,7,7,7,7,20356
7,7,7,7,7,7,20357
8,8,8,8,8,8,20358
8,8,7,7,8,8,20359
8,8,8,8,8,8,20360
5,5,5,5,5,5,20361
6,6,4,4,6,6,20362
4,1,1,2,5,1,20363
7,7,7,7,7,7,20364
5,5,5,5,5,5,20365
1,1,1,1,1,1,20366
3,2,2,3,6,2,20367
1,1,1,1,1,1,20368
7,7,7,7,7,7,20369
8,8,8,8,8,8,20370
3,2,5,7,2,5,20371
6,6,0,0,6,6,20372
4,4,4,4,4,4,20373
4,4,8,4,8,4,20374
8,8,0,8,8,0,20375
1,8,8,9,8,1,20376
6,6,6,6,6,6,20377
3,3,5,3,3,5,20378
0,0,3,0,0,3,20379
9,9,5,5,9,9,20380
1,1,1,1,1,1,20381
5,5,3,5,3,5,20382
0,0,0,0,0,0,20383
6,6,6,6,6,6,20384
9,9,9,9,9,9,20385
6,6,6,6,6,6,20386
5,5,5,5,5,5,20387
9,9,1,1,9,9,20388
7,7,7,7,7,7,20389
3,3,3,3,3,3,20390
1,1,1,1,1,1,20391
7,7,7,7,7,7,20392
0,0,0,0,0,0,20393
5,5,2,5,2,5,20394
8,8,8,8,8,8,20395
0,0,7,0,0,7,20396
3,5,5,5,5,3,20397
0,0,8,8,0,0,20398
7,7,7,7,7,7,20399
8,8,3,8,3,8,20400
3,3,3,3,3,3,20401
9,9,1,9,9,1,20402
2,2,2,2,2,2,20403
0,0,0,0,0,0,20404
8,8,8,8,8,8,20405
4,4,5,6,5,4,20406
4,6,6,6,2,6,20407
6,6,6,6,6,6,20408
4,4,4,4,4,4,20409
3,3,5,3,5,3,20410
4,4,4,4,4,4,20411
4,4,4,4,4,4,20412
3,3,3,3,3,3,20413
5,3,3,3,3,3,20414
5,5,2,5,5,2,20415
5,5,5,5,5,5,20416
7,7,7,7,7,7,20417
3,3,3,3,3,3,20418
8,8,0,8,0,8,20419
9,9,9,9,9,9,20420
5,5,5,5,5,5,20421
5,5,5,5,5,5,20422
7,7,3,7,3,7,20423
0,0,3,0,0,3,20424
3,3,3,3,3,3,20425
2,2,0,2,0,2,20426
9,9,1,9,9,1,20427
9,9,1,9,1,9,20428
7,7,7,7,7,7,20429
9,9,1,1,9,9,20430
3,3,4,3,3,4,20431
6,6,1,1,6,6,20432
7,7,7,7,7,7,20433
0,0,7,0,8,7,20434
4,4,4,4,4,4,20435
7,7,7,7,7,7,20436
6,6,0,0,6,6,20437
1,1,7,1,7,1,20438
4,4,4,4,4,4,20439
1,1,1,1,1,1,20440
9,9,9,9,9,9,20441
1,9,9,1,9,9,20442
7,7,7,7,7,7,20443
1,1,1,1,1,1,20444
5,5,5,5,5,5,20445
4,4,5,4,4,5,20446
3,3,3,3,3,3,20447
3,3,3,3,3,3,20448
0,0,1,2,1,0,20449
4,1,1,5,4,1,20450
5,5,5,5,5,5,20451
0,0,8,0,8,0,20452
1,1,2,1,2,1,20453
0,0,0,0,0,0,20454
8,8,0,8,0,8,20455
9,1,1,1,9,1,20456
2,2,2,2,2,2,20457
0,0,8,1,0,8,20458
8,8,8,8,8,8,20459
5,5,5,5,5,5,20460
8,8,8,8,8,8,20461
9,9,9,9,9,9,20462
1,1,4,1,9,4,20463
7,3,3,3,3,7,20464
3,3,7,3,3,7,20465
8,8,9,8,8,9,20466
8,8,8,8,8,8,20467
2,2,2,2,2,2,20468
3,3,5,6,5,3,20469
4,7,7,7,4,7,20470
0,0,0,0,0,0,20471
9,9,9,9,9,9,20472
0,0,0,0,0,0,20473
0,0,0,0,0,0,20474
1,1,1,1,1,1,20475
7,7,7,7,7,7,20476
5,5,5,5,5,5,20477
5,5,3,5,3,5,20478
8,8,8,8,8,8,20479
6,6,6,6,6,6,20480
9,9,9,9,9,9,20481
6,6,6,6,6,6,20482
5,5,5,5,5,5,20483
5,1,1,5,3,1,20484
4,4,7,4,7,4,20485
1,1,9,1,9,1,20486
6,4,4,6,4,4,20487
3,3,3,3,3,3,20488
7,7,7,7,7,7,20489
2,2,5,2,5,2,20490
8,8,6,8,8,6,20491
8,8,8,8,8,8,20492
5,5,8,5,5,8,20493
1,1,1,1,1,1,20494
5,5,5,5,5,5,20495
3,3,3,3,3,3,20496
1,1,9,1,9,1,20497
4,4,4,4,4,4,20498
7,7,7,7,7,7,20499
8,8,8,8,8,8,20500
6,6,6,6,6,6,20501
8,8,8,8,8,8,20502
6,6,6,6,6,6,20503
6,6,6,6,6,6,20504
3,2,2,3,2,2,20505
6,6,2,6,2,6,20506
3,3,3,3,3,3,20507
8,8,8,8,8,8,20508
8,8,9,6,8,9,20509
1,9,9,9,1,9,20510
4,4,1,4,1,4,20511
5,5,5,5,5,5,20512
1,1,1,1,1,1,20513
6,6,3,3,6,6,20514
4,2,6,2,6,4,20515
9,9,9,9,9,9,20516
9,9,9,9,9,9,20517
9,9,9,9,9,9,20518
9,9,0,0,9,9,20519
3,3,3,3,3,3,20520
4,4,8,4,8,4,20521
3,3,5,3,3,5,20522
0,0,1,0,0,1,20523
3,3,3,3,3,3,20524
3,3,3,3,3,3,20525
2,2,2,2,2,2,20526
6,6,6,6,6,6,20527
3,3,3,3,3,3,20528
3,5,5,5,5,3,20529
8,8,8,8,8,8,20530
3,3,5,3,3,5,20531
0,0,0,0,0,0,20532
2,2,9,2,9,2,20533
3,5,5,5,7,5,20534
6,2,3,6,2,3,20535
1,1,1,1,1,1,20536
0,0,1,0,1,0,20537
2,2,2,2,2,2,20538
0,0,0,0,0,0,20539
8,8,8,8,8,8,20540
6,6,6,6,6,6,20541
5,5,5,5,5,5,20542
4,4,7,4,7,4,20543
7,7,7,7,7,7,20544
2,2,2,2,2,2,20545
1,1,1,1,1,1,20546
2,2,2,2,2,2,20547
6,6,4,6,4,6,20548
1,1,1,1,1,1,20549
7,7,7,7,7,7,20550
2,2,4,2,6,4,20551
9,9,1,9,1,9,20552
4,4,7,4,4,7,20553
1,1,9,1,1,9,20554
0,0,0,0,0,0,20555
2,2,7,7,2,2,20556
1,1,1,1,1,1,20557
2,2,2,2,2,2,20558
9,9,9,9,9,9,20559
2,2,2,2,2,2,20560
